     Id,     X,     Y,  Latitude, Longitude,  Gradient
     22,    39,  1455,   48.8928,  -14.3154,    0.2000
     22,  -999,  -999, -999.0000, -999.0000, -999.0000
     23,    22,  1471,   48.7078,  -14.6138,    0.2236
     23,    21,  1472,   48.6962,  -14.6313,    0.2000
     23,    21,  1473,   48.6846,  -14.6313,    0.1414
     23,    21,  1474,   48.6731,  -14.6313,    0.1414
     23,    22,  1475,   48.6615,  -14.6138,    0.1414
     23,    22,  1476,   48.6499,  -14.6138,    0.1000
     23,    23,  1477,   48.6383,  -14.5962,    0.1414
     23,    24,  1477,   48.6383,  -14.5787,    0.1414
     23,    25,  1478,   48.6267,  -14.5611,    0.1414
     23,    26,  1479,   48.6151,  -14.5436,    0.2000
     23,  -999,  -999, -999.0000, -999.0000, -999.0000
     24,    32,  1495,   48.4290,  -14.4382,    0.1000
     24,    32,  1496,   48.4174,  -14.4382,    0.1000
     24,    32,  1497,   48.4057,  -14.4382,    0.1000
     24,    32,  1498,   48.3941,  -14.4382,    0.1000
     24,    33,  1498,   48.3941,  -14.4207,    0.1000
     24,    34,  1497,   48.4057,  -14.4031,    0.1000
     24,    35,  1497,   48.4057,  -14.3856,    0.1000
     24,    36,  1498,   48.3941,  -14.3680,    0.1414
     24,    37,  1498,   48.3941,  -14.3505,    0.2236
     24,    38,  1499,   48.3824,  -14.3329,    0.2828
     24,    39,  1500,   48.3708,  -14.3154,    0.2236
     24,    40,  1500,   48.3708,  -14.2978,    0.2828
     24,    41,  1501,   48.3591,  -14.2803,    0.2828
     24,    42,  1501,   48.3591,  -14.2627,    0.2828
     24,    43,  1502,   48.3474,  -14.2451,    0.0000
     24,    44,  1503,   48.3358,  -14.2276,    0.0000
     24,    45,  1503,   48.3358,  -14.2100,    0.0000
     24,    46,  1503,   48.3358,  -14.1925,    0.0000
     24,    47,  1503,   48.3358,  -14.1749,    0.0000
     24,  -999,  -999, -999.0000, -999.0000, -999.0000
     25,    60,  1546,   47.8315,  -13.9467,    0.0000
     25,    60,  1547,   47.8197,  -13.9467,    0.0000
     25,    60,  1548,   47.8079,  -13.9467,    0.2000
     25,    61,  1548,   47.8079,  -13.9292,    0.3162
     25,    61,  1549,   47.7961,  -13.9292,    0.2000
     25,    61,  1550,   47.7843,  -13.9292,    0.2000
     25,    62,  1551,   47.7725,  -13.9116,    0.1414
     25,    63,  1552,   47.7607,  -13.8940,    0.2236
     25,    64,  1553,   47.7489,  -13.8765,    0.2236
     25,    65,  1553,   47.7489,  -13.8589,    0.2236
     25,    65,  1554,   47.7371,  -13.8589,    0.2000
     25,    65,  1555,   47.7253,  -13.8589,    0.2000
     25,    65,  1556,   47.7135,  -13.8589,    0.2000
     25,    65,  1557,   47.7017,  -13.8589,    0.2000
     25,    65,  1558,   47.6899,  -13.8589,    0.2000
     25,    65,  1559,   47.6781,  -13.8589,    0.2236
     25,    64,  1560,   47.6662,  -13.8765,    0.2236
     25,    64,  1561,   47.6544,  -13.8765,    0.2236
     25,    63,  1562,   47.6426,  -13.8940,    0.2236
     25,    63,  1563,   47.6308,  -13.8940,    0.2236
     25,    62,  1564,   47.6189,  -13.9116,    0.2236
     25,    62,  1565,   47.6071,  -13.9116,    0.2236
     25,    61,  1566,   47.5953,  -13.9292,    0.2236
     25,    60,  1566,   47.5953,  -13.9467,    0.1414
     25,    59,  1567,   47.5834,  -13.9643,    0.2000
     25,    58,  1567,   47.5834,  -13.9818,    0.2236
     25,    57,  1568,   47.5716,  -13.9994,    0.2236
     25,    57,  1569,   47.5597,  -13.9994,    0.2000
     25,    57,  1570,   47.5479,  -13.9994,    0.2000
     25,    56,  1571,   47.5360,  -14.0169,    0.1000
     25,    56,  1572,   47.5242,  -14.0169,    0.1000
     25,    56,  1573,   47.5123,  -14.0169,    0.0000
     25,    57,  1574,   47.5005,  -13.9994,    0.0000
     25,    57,  1575,   47.4886,  -13.9994,    0.0000
     25,  -999,  -999, -999.0000, -999.0000, -999.0000
